SaleID,Date,ProductID,StoreID,CustomerID,Quantity,UnitPrice,TotalAmount,Discount
2704,2023-01-13 11:55:08,346,4,3581,1.904181504124361,4484.35,7258.16,0.15
2705,2024-02-19 23:38:38,311,10,1061,1.0,26991.33,25641.76,0.05
2706,2024-01-27 14:50:54,412,1,2188,1.9001883821016716,17485.37,29902.95,0.1
2707,2022-10-13 16:05:06,128,8,3597,1.2327773057311875,18876.68,22107.21,0.05
2708,2023-01-01 03:06:23,384,13,2834,4.213085695138649,771.87,2926.76,0.1
2709,2024-06-03 11:08:09,430,5,3517,1.5407284592686805,6350.62,9784.58,0.0
2710,2023-07-12 18:08:02,469,11,1203,7.071234147344516,11644.21,82338.94,0.0
2711,2022-05-14 02:19:39,299,9,2186,4.769529868813626,50732.12,241968.36,0.0
2712,2024-01-22 12:20:55,180,10,4696,1.618271446842254,6309.37,9189.25,0.1
2713,2024-12-06 18:59:10,320,5,762,1.7854074454505207,33008.89,55987.6,0.05
2714,2023-02-23 09:48:46,429,12,2985,1.0,16296.8,14667.12,0.1
2715,2023-05-11 00:23:38,401,13,1404,1.0,10551.03,10023.48,0.05
2716,2024-08-30 19:09:30,380,11,988,1.8799723307186997,24084.31,40750.05,0.1
2717,2022-04-17 07:15:50,4,9,3268,1.7612792370512746,19347.87,28965.45,0.15
2718,2024-04-05 08:22:14,344,8,1332,3.0,12541.65,33862.46,0.1
2719,2023-02-17 20:44:06,412,13,2683,1.284152077824874,17485.37,21331.18,0.05
2720,2024-04-01 14:08:39,206,1,4010,3.7477199998384996,3714.42,13224.58,0.05
2721,2022-04-30 20:39:13,206,5,752,1.9237850859860826,3714.42,6073.88,0.15
2722,2023-01-01 05:56:26,395,7,1077,1.4630637372711024,13903.95,17291.01,0.15
2723,2022-08-16 17:18:39,4,9,1837,2.8019985077749086,19347.87,51502.07,0.05
2724,2024-11-12 05:26:28,241,15,1476,4.0,131976.58,527906.32,0.0
2725,2023-11-04 09:17:51,364,10,2968,1.770476495063254,17660.41,28140.61,0.1
2726,2023-12-21 09:23:19,273,1,1757,1.0,5366.07,5366.07,0.0
2727,2024-10-01 09:19:24,98,2,1620,1.0,1001.59,901.43,0.1
2728,2022-11-12 11:18:44,329,4,3915,1.5470136264898091,8334.19,12893.11,0.0
2729,2022-11-21 19:52:48,191,3,869,3.9956840608229864,10316.59,39160.74,0.05
2730,2023-01-25 20:45:17,97,13,2951,1.59028957224292,7602.59,11485.8,0.05
2731,2023-03-22 12:03:02,23,4,4823,1.6524960659493346,2969.58,4661.86,0.05
2732,2022-07-13 22:35:33,499,4,1252,1.0,22292.75,22292.75,0.0
2733,2023-10-16 12:36:42,297,12,2178,1.7340456270133688,1079.02,1871.07,0.0
2734,2024-04-21 01:21:26,396,1,2081,1.286238143386501,22240.6,28606.71,0.0
2735,2022-11-19 17:56:26,100,9,3711,3.4282844418772633,309.31,1007.38,0.05
2736,2023-11-20 17:51:50,429,6,3238,1.2759308523981174,16296.8,19753.91,0.05
2737,2024-05-18 07:15:26,436,8,2537,4.172674358380451,1597.47,6332.44,0.05
2738,2024-09-21 19:57:49,221,5,4487,3.5348884690259643,116992.04,392876.12,0.05
2739,2024-07-05 08:02:39,408,9,1714,1.0,3007.81,2857.42,0.05
2740,2022-08-14 14:27:51,183,11,154,1.7746312006968843,4931.66,8751.88,0.0
2741,2023-09-05 22:52:38,400,2,4052,2.0,33095.29,62881.05,0.05
2742,2023-07-16 03:26:58,442,11,1133,6.208784266763521,2331.61,14476.46,0.0
2743,2023-03-23 00:54:31,126,13,543,1.0,28159.61,26751.63,0.05
2744,2024-07-24 05:51:28,310,10,1392,1.0,17884.41,16990.19,0.05
2745,2023-07-19 09:38:09,234,2,1182,1.0,6600.43,6600.43,0.0
2746,2022-09-04 15:45:09,246,11,3422,3.68835294995449,3280.78,11495.64,0.05
2747,2024-02-02 09:06:51,406,13,2540,3.0,155289.93,419282.81,0.1
2748,2024-06-26 00:18:07,343,15,812,1.0,13423.75,12081.38,0.1
2749,2024-01-25 05:24:13,355,4,4382,1.0,455.86,387.48,0.15
2750,2022-06-25 04:20:32,397,2,4592,2.689180302907758,7091.33,18116.37,0.05
2751,2024-11-26 16:59:32,215,9,2363,4.3895093875909605,12666.68,55600.51,0.0
2752,2024-09-17 21:07:53,446,2,2273,1.0,14672.66,14672.66,0.0
2753,2022-11-11 05:31:58,80,3,4982,1.0,7118.21,6406.39,0.1
2754,2022-09-27 07:57:01,302,6,2335,1.0,1267.65,1140.89,0.1
2755,2022-02-17 02:28:38,41,11,2670,1.0,1188.07,1188.07,0.0
2756,2024-12-02 01:16:50,340,7,2952,1.0,5210.7,4950.16,0.05
2757,2022-11-11 02:43:39,154,13,504,1.0,5778.98,5490.03,0.05
2758,2022-04-16 18:08:44,86,8,789,1.4819027601097796,771.41,1143.15,0.0
2759,2022-12-14 13:12:19,138,4,733,1.421305980956596,2872.89,3674.93,0.1
2760,2022-12-28 20:25:37,62,8,4208,1.4596099225175654,2519.73,3493.93,0.05
2761,2022-06-23 11:33:34,71,10,2205,1.7078458622883181,1447.36,2348.27,0.05
2762,2022-01-01 08:42:45,268,14,2314,1.3284736884199442,3316.25,3965.0,0.1
2763,2023-01-17 11:25:31,124,3,2924,1.890786323233114,870.81,1481.86,0.1
2764,2022-11-24 11:40:08,376,1,4278,1.7925638163168482,23489.3,42106.07,0.0
2765,2023-12-04 12:01:03,225,11,3300,1.824774580094036,288.4,499.95,0.05
2766,2023-01-20 03:11:43,287,15,2653,1.0,21168.69,19051.82,0.1
2767,2022-12-27 20:38:37,271,14,621,1.2710955639705852,3017.16,3835.1,0.0
2768,2023-08-21 16:15:01,1,7,460,1.630587814687844,30312.72,49427.55,0.0
2769,2022-05-19 08:25:08,161,5,3575,1.0,459.26,413.33,0.1
2770,2024-07-01 14:38:42,212,5,590,1.4532273163120932,12703.28,16614.68,0.1
2771,2022-05-01 06:05:00,394,6,4700,1.9313370509263317,45072.39,78344.98,0.1
2772,2022-12-03 23:21:20,48,3,4210,3.0497044242969076,23082.26,63354.66,0.1
2773,2023-04-26 05:01:54,458,14,3458,1.0,26052.4,26052.4,0.0
2774,2024-11-23 18:13:11,5,11,2767,1.805251582757809,16200.77,27784.14,0.05
2775,2022-12-28 07:35:38,30,13,1534,1.0,12639.53,11375.58,0.1
2776,2022-07-03 17:49:54,259,11,3912,7.941762517410335,9116.01,65157.47,0.1
2777,2023-10-31 11:33:45,323,2,1419,1.5502152794348014,984.58,1450.0,0.05
2778,2024-07-22 20:11:10,24,5,998,2.6547477955735723,88984.83,224420.67,0.05
2779,2022-07-01 22:44:54,154,8,1045,1.0,5778.98,5490.03,0.05
2780,2024-01-16 05:00:29,104,4,1031,1.0,1368.31,1231.48,0.1
2781,2022-12-04 15:32:45,272,13,1065,2.896844135628108,134.85,351.58,0.1
2782,2022-10-23 22:34:49,476,3,1720,1.7138461921243984,4534.15,6993.75,0.1
2783,2024-06-29 01:41:54,499,13,4515,3.295874017933063,22292.75,69800.39,0.05
2784,2024-04-11 05:21:58,24,14,2504,1.0,88984.83,80086.35,0.1
2785,2024-04-07 18:44:33,106,4,3089,1.260748280278561,4140.65,5220.32,0.0
2786,2023-01-06 01:02:52,153,9,3027,1.0,119059.31,113106.34,0.05
2787,2022-09-16 08:32:20,496,13,4542,3.0,1783.18,4814.59,0.1
2788,2023-06-21 06:09:28,392,13,4744,4.0,407.07,1628.28,0.0
2789,2023-05-14 20:36:42,97,14,2989,5.645301144064129,7602.59,42918.91,0.0
2790,2022-03-25 02:58:58,418,2,3642,1.0,15012.68,14262.05,0.05
2791,2022-06-06 06:33:51,209,1,3551,1.0,15459.23,13913.31,0.1
2792,2022-04-28 07:29:05,341,13,443,2.0,20838.86,39593.83,0.05
2793,2024-05-07 02:07:59,201,5,3831,1.0,14801.31,12581.11,0.15
2794,2024-10-28 20:45:12,97,2,4180,3.752015184832513,7602.59,27098.78,0.05
2795,2023-07-28 08:24:51,196,12,692,1.0,7732.18,7732.18,0.0
2796,2022-08-28 09:13:31,340,9,2632,1.8387897866601481,5210.7,9581.38,0.0
2797,2024-04-26 15:07:50,83,1,1620,3.9531924376751375,43574.76,155033.47,0.1
2798,2023-12-06 08:58:30,403,9,4338,2.0,97839.05,176110.29,0.1
2799,2024-01-28 19:13:58,180,1,2813,1.8609072270439437,6309.37,11741.15,0.0
2800,2023-08-29 09:46:11,47,4,1156,1.0,1674.77,1591.03,0.05
2801,2024-11-09 21:21:13,387,7,4786,1.9941418246852654,22893.56,43370.36,0.05
2802,2023-01-01 10:25:34,94,7,2223,1.3795748819902418,1215.66,1509.38,0.1
2803,2024-02-18 16:32:47,222,4,4448,1.3751801266989214,1309.98,1621.31,0.1
2804,2022-08-01 04:37:48,452,11,3506,1.0,10855.13,10312.37,0.05
2805,2023-05-29 00:53:10,241,5,4188,1.0,131976.58,118778.92,0.1
2806,2022-11-10 06:38:20,163,11,1734,1.0,1204.3,1144.08,0.05
2807,2022-02-23 16:50:18,191,3,2065,1.437434507868768,10316.59,13346.48,0.1
2808,2024-01-01 04:44:55,162,4,594,1.0,20973.03,18875.73,0.1
2809,2023-12-26 23:37:50,152,7,4643,1.0,126733.37,120396.7,0.05
2810,2024-11-25 01:18:46,436,14,3841,1.0,1597.47,1597.47,0.0
2811,2023-10-23 22:36:16,400,15,4163,1.0,33095.29,29785.76,0.1
2812,2022-01-02 08:59:35,448,14,1845,3.9973961540232383,18297.22,69484.18,0.05
2813,2022-06-02 01:37:57,53,3,408,2.0,13957.71,27915.42,0.0
2814,2022-12-21 09:25:06,472,7,46,1.0,4348.19,4130.78,0.05
2815,2022-09-18 22:30:59,430,9,4470,4.559080403338464,6350.62,26057.69,0.1
2816,2023-10-08 19:53:40,79,5,280,1.9218741534896557,26023.65,50014.18,0.0
2817,2024-04-12 22:48:47,50,9,567,1.0,6596.91,6267.06,0.05
2818,2023-02-28 05:42:44,70,9,4810,1.0,433.88,433.88,0.0
2819,2022-12-29 00:58:48,296,6,3625,1.0,1424.54,1282.09,0.1
2820,2022-06-15 07:04:44,81,3,388,2.0,11398.29,20516.92,0.1
2821,2022-05-03 19:46:23,38,6,2582,6.180207046752655,68963.0,362274.78,0.15
2822,2024-08-30 14:19:10,490,15,3765,5.82121399528245,3227.43,16908.8,0.1
2823,2023-03-04 00:00:43,410,2,4286,1.6322952887837539,9763.17,15139.56,0.05
2824,2024-07-13 09:45:40,448,9,4317,1.7545592494874764,18297.22,28893.2,0.1
2825,2022-01-22 16:03:41,1,1,2010,3.7239166258127185,30312.72,107237.94,0.05
2826,2023-10-16 09:01:30,458,1,223,1.0,26052.4,23447.16,0.1
2827,2022-03-09 05:01:31,358,8,4695,1.0,5460.91,5187.86,0.05
2828,2023-02-22 10:14:57,215,5,2316,1.2772971271336735,12666.68,14561.2,0.1
2829,2023-08-12 17:28:47,338,8,3731,3.9768067539626815,10122.55,36229.88,0.1
2830,2023-12-26 12:31:56,32,15,4903,1.6282879311650085,47474.15,77301.59,0.0
2831,2024-08-25 19:50:56,306,14,3002,3.72207000975718,136472.37,482561.73,0.05
2832,2023-01-17 00:02:50,70,11,3462,1.0,433.88,390.49,0.1
2833,2022-09-28 20:36:55,16,3,706,1.761715588837659,8079.97,12811.15,0.1
2834,2022-10-30 14:04:42,443,15,4102,3.7137240527281414,911.12,3383.65,0.0
2835,2023-09-30 16:54:40,479,13,1832,1.4153067503825376,23635.03,33450.82,0.0
2836,2024-01-04 06:09:11,237,10,57,1.0,26331.18,22381.5,0.15
2837,2022-02-01 01:53:22,178,9,1357,1.0,706.93,706.93,0.0
2838,2023-07-30 16:18:53,412,13,2602,1.6728503432046429,17485.37,24862.85,0.15
2839,2023-01-21 06:09:20,312,1,4069,1.9966308782776665,121201.04,205694.68,0.15
2840,2023-10-10 06:11:09,431,2,3132,1.0,24689.57,24689.57,0.0
2841,2024-09-18 23:02:12,197,4,2080,3.0,18634.01,50311.83,0.1
2842,2022-06-18 03:22:11,51,15,2393,5.750019914166983,5805.77,28375.8,0.15
2843,2024-12-10 18:51:13,99,3,3904,8.825236056681875,4768.72,37876.57,0.1
2844,2022-01-30 11:49:48,349,4,2651,1.4835298184479042,1408.39,1880.45,0.1
2845,2023-06-06 19:34:39,221,13,4359,1.4208723042592621,116992.04,149607.67,0.1
2846,2022-06-27 17:03:27,170,9,2200,3.8344463077516613,8862.38,33982.32,0.0
2847,2024-09-26 00:04:55,382,13,1532,2.0,22789.78,38742.63,0.15
2848,2024-09-09 16:09:57,214,7,1012,1.5446640235437024,15764.83,21916.23,0.1
2849,2023-07-26 13:58:06,360,3,786,1.3066854297292625,17976.71,22315.41,0.05
2850,2022-05-25 07:36:56,81,14,128,2.0,11398.29,22796.58,0.0
2851,2022-11-05 15:16:05,360,7,3949,1.4478602203035098,17976.71,24726.38,0.05
2852,2023-02-10 12:57:09,250,8,2871,1.4437288542421653,15113.01,21819.09,0.0
2853,2024-08-15 07:49:56,405,15,2381,3.0,57197.32,171591.96,0.0
2854,2022-04-07 06:06:48,24,2,166,1.0,88984.83,75637.11,0.15
2855,2023-12-14 02:02:59,319,8,4989,4.0,16384.1,62259.58,0.05
2856,2022-08-13 22:08:29,217,6,1403,3.6260804002238824,4561.34,14885.81,0.1
2857,2024-04-03 13:52:00,53,11,4559,1.6694979686406766,13957.71,22137.25,0.05
2858,2022-09-21 13:16:25,404,13,309,1.9767108178710606,1278.82,2148.68,0.15
2859,2023-07-01 16:44:03,459,10,2176,1.8035730562111705,5643.43,10178.34,0.0
2860,2023-06-02 00:57:26,284,5,2735,1.0,916.04,870.24,0.05
2861,2024-11-18 13:53:25,416,13,2289,1.2568107164731648,1072.23,1280.21,0.05
2862,2022-05-06 17:12:39,21,10,496,1.530969153227689,24959.82,36302.08,0.05
2863,2023-04-28 17:35:45,196,5,2074,1.3556951716470689,7732.18,10482.48,0.0
2864,2023-08-24 15:22:37,179,11,317,12.732911534975452,515.68,5581.19,0.15
2865,2024-09-19 23:37:29,370,8,4462,2.0,7987.18,14376.92,0.1
2866,2024-06-03 02:17:04,127,9,174,1.0,8961.36,8513.29,0.05
2867,2022-03-11 04:28:57,156,15,4794,1.0,25993.65,25993.65,0.0
2868,2023-09-24 22:15:45,39,5,4124,1.7829336948364978,4514.27,8048.64,0.0
2869,2022-05-26 12:18:00,126,12,3798,2.550658284975852,28159.61,68234.27,0.05
2870,2023-06-04 05:03:34,452,2,985,3.5214857691410764,10855.13,38226.19,0.0
2871,2024-11-03 06:45:14,345,4,451,1.8439311588261973,4486.93,7859.91,0.05
2872,2023-01-06 03:08:37,53,4,4908,1.0,13957.71,13259.82,0.05
2873,2022-10-28 05:21:28,108,2,1098,1.0,4628.85,4397.41,0.05
2874,2024-08-27 12:50:12,213,2,4372,5.3855667137113405,12300.21,62931.42,0.05
2875,2024-08-19 05:54:59,222,2,1378,2.0,1309.98,2226.97,0.15
2876,2023-09-03 23:01:44,24,13,1744,1.5442887120191129,88984.83,123676.44,0.1
2877,2022-06-26 09:20:36,448,6,4482,1.2725875925097845,18297.22,23284.82,0.0
2878,2022-10-27 05:52:59,249,6,2672,2.0,91291.24,173453.36,0.05
2879,2022-12-22 07:30:33,479,3,755,2.0,23635.03,47270.06,0.0
2880,2022-06-02 16:52:04,403,11,3890,1.7177802183211286,97839.05,168065.98,0.0
2881,2023-12-09 05:46:11,65,11,869,7.806909970993262,373.23,2768.08,0.05
2882,2022-10-07 18:33:59,128,4,4865,1.4062142611765907,18876.68,22562.96,0.15
2883,2023-06-02 07:20:44,181,14,3220,1.0,1723.1,1550.79,0.1
2884,2022-11-09 22:32:19,470,10,4495,1.0,131.83,131.83,0.0
2885,2022-11-13 00:03:03,72,3,2358,3.49233613459047,3774.61,11863.99,0.1
2886,2024-08-08 22:26:24,292,9,339,4.0,1092.04,4149.75,0.05
2887,2024-02-12 21:56:25,16,2,508,1.0,8079.97,6867.97,0.15
2888,2024-09-21 05:00:23,147,4,144,1.2100627839843094,12579.35,14460.71,0.05
2889,2022-06-28 14:06:22,345,6,4954,1.4450111092785212,4486.93,6159.48,0.05
2890,2024-05-23 22:45:17,211,10,4457,1.0,104359.98,104359.98,0.0
2891,2022-04-07 15:28:14,450,8,2052,2.9997376305980517,13935.73,35533.0,0.15
2892,2022-08-22 19:10:03,409,15,715,1.3379143666534548,10846.88,14512.2,0.0
2893,2024-12-19 05:17:45,396,9,1990,1.0,22240.6,21128.57,0.05
2894,2022-08-04 15:10:40,350,10,4856,3.256342389802621,24586.97,76060.41,0.05
2895,2024-10-08 20:43:45,409,10,1510,2.5551452502262246,10846.88,26329.59,0.05
2896,2022-12-02 13:07:24,44,13,2429,1.3237369334680933,13921.94,17507.54,0.05
2897,2022-11-10 06:05:37,21,13,3830,2.0,24959.82,44927.68,0.1
2898,2022-10-22 17:15:42,324,14,2173,3.1051161373420664,7331.76,22765.97,0.0
2899,2023-03-08 15:14:35,486,9,2085,1.8175868879407169,4536.8,7833.73,0.05
2900,2024-04-27 13:44:21,97,7,117,1.8514891792475905,7602.59,14076.11,0.0
2901,2023-02-14 00:25:15,289,12,3245,1.0,648.5,583.65,0.1
2902,2024-09-27 03:01:28,425,3,4409,1.0,16216.41,16216.41,0.0
2903,2023-11-10 11:27:17,50,9,327,1.9105868337037049,6596.91,11973.77,0.05
2904,2022-01-30 10:08:15,473,3,575,1.296226464552908,8683.46,11255.73,0.0
2905,2022-04-06 21:53:10,58,12,710,1.0,10993.12,10443.46,0.05
2906,2023-10-20 13:54:40,245,15,1681,1.2862199386897921,23524.33,30257.46,0.0
2907,2022-03-03 09:28:14,435,12,881,2.0,19942.4,39884.8,0.0
2908,2022-11-23 08:15:43,351,15,2951,1.0,1874.77,1781.03,0.05
2909,2022-01-03 10:33:52,434,8,477,1.2797772556403342,110203.67,126932.54,0.1
2910,2022-01-15 21:21:17,97,1,1123,1.3242020964464063,7602.59,10067.37,0.0
2911,2024-04-11 07:32:05,114,13,1473,2.0,10278.4,18501.12,0.1
2912,2023-08-25 10:35:12,17,13,4379,6.254934690680658,4533.01,26936.0,0.05
2913,2022-12-15 13:21:42,88,8,4212,3.730832199917386,7363.48,24724.72,0.1
2914,2024-03-08 04:34:27,326,11,1161,1.0,85731.0,81444.45,0.05
2915,2023-10-11 00:21:51,479,11,4617,1.0,23635.03,23635.03,0.0
2916,2023-02-08 15:06:31,410,15,3140,1.2523708661695954,9763.17,12227.11,0.0
2917,2024-07-01 20:38:57,69,10,2036,5.252420407282146,6535.7,32611.83,0.05
2918,2024-09-10 03:52:46,337,12,2358,1.0,1720.19,1548.17,0.1
2919,2024-08-12 12:18:36,228,3,1111,12.846702175319152,1948.24,23777.04,0.05
2920,2024-06-17 05:02:11,402,7,14,1.0,5774.29,5485.58,0.05
2921,2022-09-20 20:20:59,391,9,2869,3.971753012193735,8491.85,33727.53,0.0
2922,2024-02-12 10:33:21,163,1,1722,1.8748810941557172,1204.3,2145.02,0.05
2923,2024-08-15 14:16:52,410,14,1674,3.6073784451372886,9763.17,29936.53,0.15
2924,2022-08-12 00:38:00,46,2,320,1.0,7564.13,7564.13,0.0
2925,2023-02-14 23:36:07,221,13,4450,1.0,116992.04,105292.84,0.1
2926,2022-07-24 16:07:25,61,14,3698,3.4476866164273385,34441.1,118742.12,0.0
2927,2024-09-29 05:01:54,391,13,3305,3.300794715584359,8491.85,25226.87,0.1
2928,2024-03-27 18:34:35,148,14,3866,3.2346765088341822,10332.75,33423.1,0.0
2929,2024-11-25 09:02:11,156,7,1533,2.0,25993.65,51987.3,0.0
2930,2024-08-02 10:11:10,401,4,2136,1.4260492463130738,10551.03,14293.97,0.05
2931,2024-12-20 15:46:50,218,9,3469,5.432454267705229,109314.54,564153.93,0.05
2932,2024-05-05 03:47:05,384,15,3385,3.402142839745512,771.87,2363.41,0.1
2933,2022-06-08 14:05:28,346,7,383,1.5016535585068993,4484.35,6733.94,0.0
2934,2024-02-16 17:56:40,391,13,4646,1.5929915255565554,8491.85,12851.07,0.05
2935,2023-07-31 07:58:17,176,12,4614,1.0,98377.15,98377.15,0.0
2936,2024-11-30 05:17:43,392,9,4931,1.5110469240301703,407.07,584.35,0.05
2937,2023-08-30 00:43:42,369,12,4067,1.0,29634.5,28152.78,0.05
2938,2022-03-23 21:55:30,440,15,4144,1.0,12525.26,11899.0,0.05
2939,2024-07-27 16:51:15,31,7,639,1.7472419184380867,28224.98,46850.07,0.05
2940,2022-06-13 09:31:49,457,4,3196,1.0,2316.73,2316.73,0.0
2941,2024-11-26 04:43:19,100,14,3048,2.0,309.31,587.69,0.05
2942,2024-04-23 23:55:48,193,10,1458,2.0,19999.53,37999.11,0.05
2943,2024-07-23 22:28:10,144,2,62,2.0,23212.78,44104.28,0.05
2944,2023-02-20 19:45:52,88,14,2389,3.5965622174772776,7363.48,25159.05,0.05
2945,2023-02-10 19:16:35,230,15,3963,1.338687006479099,7757.92,9866.16,0.05
2946,2022-10-07 02:27:06,446,7,1895,1.0,14672.66,13205.39,0.1
2947,2022-02-10 08:04:34,88,11,2172,1.0,7363.48,7363.48,0.0
2948,2023-09-07 23:03:37,86,9,1525,1.0,771.41,771.41,0.0
2949,2024-06-03 00:24:39,224,1,2189,1.0,937.29,843.56,0.1
2950,2022-08-02 20:56:34,96,4,2082,1.4814124880086608,9533.66,12004.79,0.15
2951,2024-09-17 08:19:07,214,4,313,2.0,15764.83,31529.66,0.0
2952,2023-07-16 23:56:00,488,2,2569,1.74733229800287,11497.34,19085.19,0.05
2953,2023-08-20 09:40:18,406,12,2737,1.6066998632191685,155289.93,224553.88,0.1
2954,2023-07-22 06:23:02,136,12,4282,1.606996466939592,780.56,1254.36,0.0
2955,2022-07-18 20:58:03,325,14,3300,2.471553133853222,6816.09,16004.01,0.05
2956,2024-07-24 01:20:20,359,1,4277,1.0,201837.38,181653.64,0.1
2957,2022-06-11 09:42:46,203,5,1260,1.3485643142006163,7104.4,9101.7,0.05
2958,2024-06-17 23:08:41,344,11,404,2.0,12541.65,21320.8,0.15
2959,2022-11-11 08:42:07,337,6,3310,2.0,1720.19,3268.36,0.05
2960,2022-01-01 19:07:55,142,4,3719,6.384880666893409,2008.12,10898.37,0.15
2961,2023-08-01 15:50:13,81,6,4715,1.6904136360621018,11398.29,18304.43,0.05
2962,2024-12-19 11:25:33,177,12,3622,4.515572944987353,5198.67,22301.22,0.05
2963,2023-08-10 13:27:41,187,2,2418,1.2930648203153148,524.25,677.89,0.0
2964,2024-01-21 05:50:06,75,7,307,1.9235166385196887,27073.33,46868.4,0.1
2965,2024-11-28 09:44:39,182,13,4358,1.0,172404.18,163783.97,0.05
2966,2023-06-01 02:27:21,244,12,153,4.0,5194.84,17662.46,0.15
2967,2022-06-14 15:07:57,293,10,3221,4.024938601024488,707.45,2705.07,0.05
2968,2023-02-06 01:31:10,242,13,1310,1.0,164286.8,156072.46,0.05
2969,2023-12-14 01:43:56,65,4,4714,1.0,373.23,354.57,0.05
2970,2022-10-02 10:14:30,411,3,678,3.04313397460886,869.25,2512.98,0.05
2971,2023-10-24 03:07:20,472,8,4584,5.0,4348.19,18479.81,0.15
2972,2024-12-01 21:46:39,121,10,1752,1.6974109987529087,5976.84,9637.9,0.05
2973,2024-02-13 18:51:25,431,15,1598,1.9377422238757647,24689.57,45449.92,0.05
2974,2024-04-29 08:27:51,158,11,4029,2.0,16926.72,30468.1,0.1
2975,2024-06-02 22:12:24,420,1,4239,1.9216702498566534,45408.41,78533.99,0.1
2976,2022-03-28 17:12:41,470,7,2554,1.9522182338159146,131.83,244.49,0.05
2977,2023-03-08 00:22:44,107,4,485,1.0,11258.6,11258.6,0.0
2978,2023-02-04 01:55:54,88,11,4683,1.5273627262728289,7363.48,10684.37,0.05
2979,2022-09-20 08:32:36,230,8,2659,1.0,7757.92,7370.02,0.05
2980,2022-08-25 07:09:41,319,2,4840,1.0,16384.1,15564.89,0.05
2981,2022-01-24 22:16:51,451,9,2453,2.0,9642.46,16392.18,0.15
2982,2024-08-22 12:55:38,46,8,2235,1.351597212652711,7564.13,9712.47,0.05
2983,2023-11-12 22:32:51,246,9,4479,1.4027403867252446,3280.78,4371.98,0.05
2984,2023-09-11 01:30:20,190,1,1230,1.0,2421.8,2179.62,0.1
2985,2024-05-22 07:48:33,380,6,345,1.0,24084.31,20471.66,0.15
2986,2024-05-20 15:40:03,25,4,4733,1.8137012866087447,12962.24,21158.67,0.1
2987,2023-01-26 23:33:37,97,14,1333,1.0,7602.59,7602.59,0.0
2988,2024-03-06 16:45:19,37,5,1994,1.2564194836473288,22033.0,24914.42,0.1
2989,2022-05-27 17:35:59,119,3,4922,2.65427813413402,36499.51,87191.87,0.1
2990,2024-06-27 06:26:15,290,7,1079,4.0,1332.87,5331.48,0.0
2991,2024-12-25 22:51:39,495,1,2071,1.0,1474.19,1253.06,0.15
2992,2022-02-04 02:34:32,445,4,1951,2.0,26175.39,47115.7,0.1
2993,2022-10-28 22:16:19,168,2,2339,1.0,4456.18,4233.37,0.05
2994,2022-11-30 10:12:22,264,6,4457,1.9642537634426689,120724.74,237134.02,0.0
2995,2022-04-12 19:07:27,326,9,641,1.756015386570719,85731.0,150544.96,0.0
2996,2023-12-20 08:52:29,337,14,836,2.0,1720.19,3096.34,0.1
2997,2024-12-18 22:02:45,106,7,3831,1.0,4140.65,3519.55,0.15
2998,2022-06-18 17:02:07,37,3,330,1.4091993517189745,22033.0,31048.89,0.0
2999,2024-03-13 02:44:15,361,14,1597,1.0,160.63,144.57,0.1
3000,2022-03-07 13:30:44,354,9,202,1.9084797077418956,6754.08,12245.52,0.05
3001,2022-10-24 13:04:34,76,13,3516,1.2692024502441286,1848.11,2228.34,0.05
3002,2024-11-29 06:02:14,120,14,3282,1.0,1060.53,954.48,0.1
3003,2023-07-19 04:10:44,54,3,4948,3.0,29161.27,78735.43,0.1
3004,2022-06-14 00:32:00,53,6,1088,1.0,13957.71,12561.94,0.1
3005,2023-10-30 11:47:36,97,5,881,1.5830558306535714,7602.59,12035.32,0.0
3006,2023-02-11 03:49:43,58,12,2480,1.2304250051563663,10993.12,12173.59,0.1
3007,2023-07-18 23:18:34,146,11,2977,1.0,195171.97,195171.97,0.0
3008,2023-02-03 04:15:24,22,2,241,1.0,17243.64,16381.46,0.05
3009,2023-09-06 00:23:19,27,12,510,1.0,178693.55,178693.55,0.0
3010,2023-05-24 11:33:29,105,13,1530,1.5487589038331557,132464.09,184639.44,0.1
3011,2022-12-07 09:46:10,116,15,1744,1.0,18959.92,17063.93,0.1
3012,2022-12-16 19:14:41,4,5,1967,1.5536190545380202,19347.87,28556.26,0.05
3013,2024-08-10 21:39:15,75,10,2742,5.190904228692332,27073.33,140535.06,0.0
3014,2024-11-10 12:10:21,104,1,514,3.9592121623631646,1368.31,4875.69,0.1
3015,2024-09-24 18:43:45,313,12,1901,1.7799281258459168,928.65,1570.28,0.05
3016,2024-10-15 04:48:01,19,9,1725,1.0,1547.12,1469.76,0.05
3017,2024-07-09 06:18:10,237,15,3428,1.0,26331.18,23698.06,0.1
3018,2022-04-22 16:35:03,160,10,4278,3.775180088882618,19395.33,73220.86,0.0
3019,2023-09-09 17:01:44,293,15,2507,1.3404232046015097,707.45,853.45,0.1
3020,2022-02-12 10:12:56,314,14,1813,1.921250251794667,11903.26,19438.77,0.15
3021,2022-11-25 17:31:24,457,14,4940,3.008054949678153,2316.73,6968.85,0.0
3022,2023-12-23 00:45:42,104,9,255,1.604475677392777,1368.31,2195.42,0.0
3023,2024-10-03 17:38:53,121,7,4030,3.4035418056766877,5976.84,18308.18,0.1
3024,2024-12-12 09:06:40,354,15,1198,1.0,6754.08,5740.97,0.15
3025,2022-11-17 05:07:56,363,12,295,2.0,23602.39,44844.54,0.05
